rank,tx_id,true_label,gcn_probability,missed_by
698,105435372,1.0,0.459242,0.173858
699,190432998,1.0,0.458788,0.174312
700,73404067,1.0,0.457338,0.175762
701,98079154,1.0,0.457202,0.175898
702,190135471,1.0,0.457185,0.175915
703,11587238,1.0,0.457185,0.175915
704,73010759,1.0,0.456759,0.176341
705,73221193,1.0,0.455602,0.177498
706,94051990,1.0,0.455261,0.177839
707,191108972,1.0,0.454682,0.178418
708,54878901,1.0,0.454666,0.178434
709,228446106,1.0,0.454013,0.179087
710,224209550,1.0,0.454001,0.179099
711,72015069,1.0,0.453807,0.179293
712,14950644,1.0,0.453668,0.179432
713,76863021,1.0,0.452897,0.180203
714,96580298,1.0,0.44961,0.18349
715,94189129,1.0,0.446661,0.186439
716,94189346,1.0,0.445958,0.187142
717,61317530,1.0,0.445834,0.187266
718,17796937,1.0,0.445689,0.187411
719,105992553,1.0,0.4454,0.1877
720,30179316,1.0,0.444557,0.188543
721,225878097,1.0,0.444411,0.188689
722,378248804,1.0,0.444383,0.188717
723,299176472,1.0,0.443916,0.189184
724,98068542,1.0,0.443064,0.190036
725,84370891,1.0,0.442784,0.190315
726,209681387,1.0,0.44229,0.19081
727,272089680,1.0,0.442214,0.190886
728,159049871,1.0,0.442103,0.190997
729,69094840,1.0,0.442025,0.191075
730,73435939,1.0,0.441972,0.191128
731,271297130,1.0,0.441967,0.191133
732,191108335,1.0,0.44162,0.19148
733,96929263,1.0,0.44116,0.19194
734,94167767,1.0,0.440982,0.192118
735,73410256,1.0,0.440398,0.192701
736,175755636,1.0,0.440067,0.193033
737,158361554,1.0,0.439868,0.193232
738,94653854,1.0,0.437354,0.195746
739,13407465,1.0,0.437254,0.195846
740,332771446,1.0,0.437084,0.196015
741,378249391,1.0,0.437028,0.196072
742,3444154,1.0,0.436592,0.196508
743,97150082,1.0,0.43622,0.19688
744,390327823,1.0,0.435399,0.197701
745,372812208,1.0,0.434378,0.198722
746,6885282,1.0,0.432503,0.200597
747,372812229,1.0,0.432272,0.200828
748,378103023,1.0,0.432084,0.201016
749,339495016,1.0,0.431288,0.201812
750,67679668,1.0,0.430616,0.202484
751,72012406,1.0,0.429941,0.203159
752,245294955,1.0,0.429522,0.203578
753,116110039,1.0,0.427724,0.205376
754,272698498,1.0,0.427406,0.205694
755,69330928,1.0,0.42664,0.20646
756,94341503,1.0,0.425981,0.207119
757,212722108,1.0,0.425597,0.207503
758,71993480,1.0,0.425392,0.207708
759,15818749,1.0,0.423051,0.210048
760,98032245,1.0,0.421721,0.211379
761,372726753,1.0,0.421005,0.212095
762,73219265,1.0,0.420948,0.212152
763,231990430,1.0,0.420356,0.212744
764,105605779,1.0,0.420354,0.212746
765,120019034,1.0,0.419997,0.213103
766,98066484,1.0,0.419954,0.213146
767,378288685,1.0,0.419691,0.213409
768,339976254,1.0,0.419136,0.213964
769,11196548,1.0,0.418805,0.214295
770,97020043,1.0,0.418594,0.214506
771,14949804,1.0,0.417645,0.215455
772,97404081,1.0,0.417342,0.215758
773,12779661,1.0,0.417148,0.215952
774,47590952,1.0,0.416042,0.217058
775,158378328,1.0,0.415078,0.218022
776,105594874,1.0,0.413864,0.219236
777,84751960,1.0,0.413742,0.219358
778,100074684,1.0,0.412245,0.220855
779,14803706,1.0,0.412207,0.220893
780,97408827,1.0,0.411567,0.221533
781,179084697,1.0,0.407722,0.225378
782,97408977,1.0,0.407559,0.22554
783,164710543,1.0,0.407363,0.225737
784,232947878,1.0,0.407337,0.225763
785,97011545,1.0,0.407182,0.225918
786,45482328,1.0,0.407041,0.226059
787,12778745,1.0,0.40546,0.22764
788,228444536,1.0,0.402998,0.230102
789,96939427,1.0,0.402781,0.230319
790,92021053,1.0,0.402561,0.230539
791,184703182,1.0,0.400416,0.232683
792,12782835,1.0,0.399832,0.233268
793,3535985,1.0,0.399406,0.233694
794,94184658,1.0,0.399194,0.233905
795,97069571,1.0,0.397137,0.235963
796,107083982,1.0,0.394987,0.238113
797,3205536,1.0,0.394475,0.238625
798,72376896,1.0,0.394259,0.238841
799,92735262,1.0,0.392803,0.240297
800,98623628,1.0,0.39164,0.24146
801,249339066,1.0,0.390699,0.242401
802,151211046,1.0,0.390333,0.242767
803,54878850,1.0,0.388646,0.244453
804,45432747,1.0,0.388007,0.245093
805,97244271,1.0,0.387404,0.245696
806,96990197,1.0,0.385537,0.247563
807,164710455,1.0,0.384813,0.248287
808,209680209,1.0,0.383982,0.249118
809,272703299,1.0,0.383618,0.249482
810,113621810,1.0,0.38351,0.24959
811,151192648,1.0,0.382102,0.250998
812,69680070,1.0,0.38035,0.25275
813,7134700,1.0,0.38019,0.25291
814,69351072,1.0,0.379886,0.253214
815,190009101,1.0,0.379612,0.253488
816,73436673,1.0,0.378767,0.254333
817,355127783,1.0,0.377713,0.255387
818,283178275,1.0,0.376646,0.256454
819,190008850,1.0,0.376181,0.256919
820,73231155,1.0,0.376123,0.256977
821,390498113,1.0,0.375451,0.257649
822,8967439,1.0,0.374505,0.258595
823,15235793,1.0,0.373526,0.259574
824,209483930,1.0,0.37242,0.26068
825,73181397,1.0,0.37101,0.262089
826,64580914,1.0,0.368798,0.264302
827,299374289,1.0,0.36831,0.264789
828,245715541,1.0,0.367301,0.265799
829,94299098,1.0,0.366702,0.266398
830,67686748,1.0,0.366634,0.266466
831,163808019,1.0,0.366442,0.266658
832,179039627,1.0,0.366331,0.266769
833,98178148,1.0,0.366314,0.266786
834,72628651,1.0,0.366243,0.266857
835,105984775,1.0,0.366055,0.267045
836,94184649,1.0,0.362547,0.270553
837,73436880,1.0,0.362315,0.270785
838,74314568,1.0,0.361147,0.271953
839,12780047,1.0,0.361069,0.272031
840,363085230,1.0,0.359686,0.273414
841,69330912,1.0,0.35524,0.27786
842,70107772,1.0,0.352716,0.280384
843,226629469,1.0,0.351639,0.281461
844,98588441,1.0,0.35113,0.28197
845,12665084,1.0,0.350364,0.282736
846,63071445,1.0,0.350332,0.282768
847,96258779,1.0,0.348099,0.285001
848,135722390,1.0,0.347562,0.285538
849,208356091,1.0,0.347318,0.285782
850,210396663,1.0,0.345931,0.287169
851,39684200,1.0,0.345788,0.287312
852,116839462,1.0,0.345452,0.287648
853,19270209,1.0,0.344324,0.288776
854,70788384,1.0,0.344,0.2891
855,226667662,1.0,0.342552,0.290548
856,98734847,1.0,0.34189,0.29121
857,12779996,1.0,0.34184,0.29126
858,245231973,1.0,0.336844,0.296256
859,164710454,1.0,0.335294,0.297806
860,3536436,1.0,0.334598,0.298502
861,71988450,1.0,0.33443,0.29867
862,258961960,1.0,0.331977,0.301123
863,73218944,1.0,0.331712,0.301388
864,279470784,1.0,0.330776,0.302324
865,277798486,1.0,0.329852,0.303248
866,107189098,1.0,0.327405,0.305695
867,73003879,1.0,0.326306,0.306794
868,94153268,1.0,0.326103,0.306997
869,32498112,1.0,0.32549,0.30761
870,202510861,1.0,0.32324,0.30986
871,6436559,1.0,0.322733,0.310367
872,209677633,1.0,0.32253,0.31057
873,70361267,1.0,0.320548,0.312552
874,97729143,1.0,0.319264,0.313836
875,114771159,1.0,0.319117,0.313983
876,94341464,1.0,0.319027,0.314073
877,126995423,1.0,0.31719,0.31591
878,13254276,1.0,0.313874,0.319226
879,72337608,1.0,0.313856,0.319244
880,200597835,1.0,0.311496,0.321604
881,149127367,1.0,0.306891,0.326209
882,374963800,1.0,0.300403,0.332697
883,96995426,1.0,0.299895,0.333205
884,212738074,1.0,0.295187,0.337913
885,225877497,1.0,0.294111,0.338989
886,105434922,1.0,0.292451,0.340649
887,245712851,1.0,0.290673,0.342427
888,73236946,1.0,0.288898,0.344202
889,15843652,1.0,0.281369,0.35173
890,12779969,1.0,0.277507,0.355593
891,16754007,1.0,0.276518,0.356582
892,70361153,1.0,0.276024,0.357076
893,202510866,1.0,0.267994,0.365106
894,32054179,1.0,0.266992,0.366108
895,120019032,1.0,0.262624,0.370476
896,105983580,1.0,0.261348,0.371752
897,195823686,1.0,0.254409,0.378691
898,390420061,1.0,0.252725,0.380375
899,339057111,1.0,0.25263,0.38047
900,272148432,1.0,0.249548,0.383552
901,232014511,1.0,0.246519,0.386581
902,14110544,1.0,0.214886,0.418214
903,99911574,1.0,0.201007,0.432093
904,243780810,1.0,0.198141,0.434959
905,179105964,1.0,0.197108,0.435992
906,116055520,1.0,0.194965,0.438135
907,73042467,1.0,0.189,0.4441
908,175405815,1.0,0.149774,0.483325
909,108030025,1.0,0.149482,0.483618
910,288574034,1.0,0.121562,0.511538
911,245656393,1.0,0.120147,0.512952
912,75078587,1.0,0.103181,0.529919
913,12661075,1.0,0.002022,0.631078
